Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1, 0.187287536735, 0.119627004817, 0.190837052281, 0.122915129589, 0.0225921622709, 0.159477309939, 0.130246307743, 0.000348165302149, 0.0644283625639, 0.00224096875821
2, 0.307341217754, 0.0520080588412, 0.0772932461714, 0.120776128722, 0.0359951478745, 0.175570684271, 0.123953717315, 0.0163619334392, 0.0645533245085, 0.0261465411026
3, 0.611503383162, 0.152388160378, 0.00974958159642, 0.00444823509712, 0.0204014670392, 0.113664841817, 0.0271048874845, 0.0228318001686, 2.36754984913e-06, 0.0379052757076
4, 0.966762415869, 0.0177874380012, 0.000873834743604, 0.00039445998426, 0.00103009607424, 0.000119860013927, 0.00657200881294, 0.00381193415785, 0.000533006577673, 0.00211494576574
5, 0.881719507806, 0.0290005929718, 0.00657316039459, 0.00922315588827, 0.00730519318324, 0.0210195458419, 0.026244799766, 0.0121155789563, 0.00221134034689, 0.0045871248446
6, 0.31542145678, 0.0113837601668, 0.00127227419626, 0.0904385883841, 0.29859209174, 0.0753594450986, 0.0175129449738, 0.182364009708, 6.30590827798e-06, 0.00764912304426
7, 0.257253676855, 0.0798866599556, 0.0198128763887, 0.125166882533, 0.117213159492, 0.131776561279, 0.0656951185142, 0.00840683999878, 0.156039346385, 0.0387488785987
8, 0.885622071316, 0.0246846528853, 0.00489968035325, 0.0144863459182, 0.00604913929061, 0.000874243783147, 0.0356089611292, 0.0260653135356, 1.15731949848e-06, 0.0017084344695
9, 0.95269401242, 0.00257876043226, 0.0153721968757, 0.000404775182328, 0.0150663809514, 0.00332909391559, 0.00350414798847, 0.0069318900368, 1.32511319442e-05, 0.000105491065134
10, 0.465164390221, 0.417333238028, 0.00607299167562, 0.0228091967346, 0.00704085597123, 0.00144697048341, 0.0124930606713, 0.0153481232096, 0.0187474322215, 0.0335437407834
11, 0.825915347686, 0.0775248212379, 0.0281806122475, 0.00188589065796, 0.0178417677628, 0.0195789351367, 0.0126451648533, 0.0140018018244, 1.57864944023e-05, 0.00240987209891
12, 0.145090985794, 0.0931981320561, 0.13018262754, 0.256049217257, 0.0197879706473, 0.0177380858907, 0.0434094169791, 0.110912196897, 9.12660752224e-07, 0.183630454277
13, 0.932498726674, 0.00611308396157, 0.0103480454966, 0.0011443497993, 0.0056921282723, 0.0355230397443, 0.00545240179573, 0.00262929052333, 2.91085598271e-05, 0.00056982517256
14, 0.410751815234, 0.00247721984289, 0.0475184624934, 0.0784472570506, 0.0130453380106, 0.00520225149541, 0.00183720794554, 0.421709855493, 0.0113391809106, 0.00767141152381
15, 0.363744946362, 0.19810048955, 0.00995926696781, 0.355497370585, 0.00374991556404, 0.0183195984323, 0.0173803330988, 0.003960410861, 3.03441518175e-06, 0.0292846341635
16, 0.687165605709, 0.0556531029392, 0.0049590260938, 0.0653887175406, 0.0113597303945, 0.0109638259291, 0.0693756838665, 0.087696334102, 0.000475135180674, 0.00696283824424
17, 0.40829472806, 0.0648308420602, 0.0134815243624, 0.146429679027, 0.0541018416889, 0.128502634863, 0.026152302654, 0.011531124804, 0.134798905094, 0.0118764173863
18, 0.989226911019, 0.00111224053885, 0.00187211800921, 9.95233069952e-05, 0.00437510231384, 0.00181110271941, 0.00106602973871, 0.000206261155677, 3.80208480339e-08, 0.000230673177933
19, 0.18587198862, 0.0243697250566, 0.0120447890854, 0.0014796794105, 0.0189708404224, 0.668234224952, 0.022386812606, 0.0648838223807, 5.21948835104e-07, 0.00175759551821
20, 0.276911592908, 0.654391025607, 0.00827399003101, 0.00837256183722, 0.00547339172312, 0.0217666793746, 0.0208784394808, 0.000199429924677, 0.00277813089624, 0.000954758217468
21, 0.438171437264, 0.357008962451, 0.153161632099, 0.00846468950082, 0.000658502715265, 0.0128978800389, 0.0291454380111, 1.64237758021e-06, 0.000169587698887, 0.000320227843628
22, 0.411226305141, 0.00918222808554, 0.0787112233364, 0.0334375614893, 0.0588083377289, 0.0382542913975, 0.126278817182, 0.087738170032, 0.00014292329094, 0.156220142317
23, 0.777040492661, 0.00539440600993, 0.000779502253812, 0.149839351147, 0.00470922889931, 0.0115722949264, 0.0050647934375, 0.0440462392555, 6.66211803891e-05, 0.00148707022955
24, 0.525108401346, 0.27781338559, 0.00768023123299, 0.0523659201155, 0.00448741895736, 0.0291788728281, 0.0666446093877, 0.0206096644955, 1.83024652398e-05, 0.0160931935821
25, 0.712056382527, 0.180257343976, 0.0279984112278, 0.00688679544659, 0.00395231970096, 0.00430979329862, 0.0199805940561, 0.0315970185188, 2.74264221641e-05, 0.0129339148259
26, 0.298214539262, 0.097020376083, 0.0266560010684, 0.276732264252, 0.0558816622188, 0.0846727223941, 0.0840599797287, 0.0147629577013, 0.00412083594454, 0.0578786613469
27, 0.0573340401178, 0.523295603108, 0.0749325675184, 0.0608840009779, 0.0267365904346, 0.157734074301, 0.0977211854198, 1.30007530144e-05, 0.000574642614331, 0.000774294755153
28, 0.352651378485, 0.00469561815224, 0.0134679031883, 0.0952886920308, 0.0338671607874, 0.0526009053117, 0.0105171475175, 0.343730427944, 0.00681464063515, 0.0863661259476
29, 0.344028901379, 0.0227937233558, 0.0263455199538, 0.0404297521098, 0.130493224945, 0.0475210519904, 0.0443626551228, 0.292213699246, 0.0116888710094, 0.0401226008882
30, 0.775417790356, 0.0473073194367, 0.0098989810488, 0.00280603229627, 0.058637511848, 0.0346189333597, 0.0196708982144, 0.0421832934303, 1.13027198575e-05, 0.00944793729034
31, 0.315219483188, 0.128770318845, 0.00495112133168, 0.354908318753, 0.00786044457317, 0.0613520906264, 0.0326249088294, 0.0110373696033, 4.81836624023e-05, 0.0832277605877
32, 0.964059049318, 0.0144829183685, 0.00378836629631, 0.00285558125708, 0.00234252268355, 0.0013414581141, 0.0069111467347, 0.00300819408669, 7.04123571427e-06, 0.00120372190565
33, 0.786867778455, 0.0779124577115, 0.0105923080392, 0.00220734335306, 0.00348524913346, 0.0132602430929, 0.0383848265823, 0.0342780443186, 1.76489045168e-06, 0.0330099844235
34, 0.15471239667, 0.0137794162107, 0.0481569833241, 0.0584815865864, 0.111527744267, 0.0240598917825, 0.030729337205, 0.238418824301, 0.119362128863, 0.200771690791
35, 0.444054117937, 0.232708642555, 0.129591473073, 0.0826810386798, 0.0301129709406, 0.0117834629252, 0.00561978833012, 0.00734355503326, 0.00195996487294, 0.0541449856539
36, 0.140218453831, 0.0986988745583, 0.045753896196, 0.0166128668713, 0.0139951186971, 0.669854498774, 0.000223193702749, 0.000583998962537, 4.55655817797e-08, 0.014059052841
37, 0.821992472208, 0.0819588769449, 0.0013580387907, 0.0442458632745, 0.00362327964774, 0.00443565930681, 0.0268530972702, 0.00699345719549, 5.64542712367e-06, 0.00853360993438
38, 0.881473801336, 0.00124596680355, 0.0102004427095, 0.00110077751044, 0.0699233998193, 0.00725788616656, 0.0205612269797, 0.00694959788608, 0.000103205457606, 0.00118369533147
39, 0.970811621137, 0.00202947053488, 0.0043368966636, 0.000489467938345, 0.00267240886181, 0.00095871911084, 0.000282621333523, 0.0176965140544, 2.19695522297e-07, 0.000722060669834
40, 0.272748205547, 0.325963193687, 0.0331602881138, 0.12660595366, 0.0387305232662, 0.160660337191, 0.035370800261, 0.00185799048104, 0.00160332996922, 0.00329937782393
41, 0.610092411639, 0.0373619517157, 0.0133383109473, 0.00730553454923, 0.0429810810039, 0.0448486596668, 0.0418101036605, 0.146743430741, 0.00109499094681, 0.0544235251298
42, 0.605984016974, 0.269474422835, 0.0127037081826, 0.00933031937521, 0.0369114121929, 0.0269481813191, 0.0134739534083, 0.00672998848881, 0.00895981755145, 0.00948417967316
43, 0.103725221441, 0.00226040532306, 0.564732129288, 0.00114761143743, 0.00152096181907, 0.0385805231345, 0.00226998715437, 0.284307094185, 7.99723250221e-05, 0.00137609389299
44, 0.2577081041, 0.0873569065384, 0.104828644217, 0.0609733540626, 0.0421273377506, 0.0274888370381, 0.0808472391495, 0.223510116401, 0.0236227442357, 0.0915367165072
45, 0.748405271771, 0.0861568935025, 0.0130081645616, 0.0102606216618, 0.0174881685704, 0.0459214002989, 0.059888567053, 0.0022182617568, 0.000343896354706, 0.0163087544694
46, 0.34675954187, 0.562780011326, 0.0264101359456, 0.00585551336077, 0.0294127697908, 0.0193470540902, 0.0059914963818, 0.000453731828565, 0.00177171349722, 0.00121803190932
47, 0.355195732246, 0.488622298479, 0.00453726997815, 0.0296384900266, 0.0343690324472, 0.0431386649281, 0.0226914745704, 0.00021039281758, 0.0212977205446, 0.000298923962227
48, 0.875122439562, 0.0739747893202, 0.00253448340669, 0.000592388057739, 0.0056668369126, 0.00371534955692, 0.031832069453, 0.00152347787547, 4.61170159098e-06, 0.00503355415326
49, 0.298233629223, 0.00523785656285, 0.000492620662473, 0.333591480926, 0.00974451640929, 0.0489700144309, 0.00510794778397, 0.284242465172, 4.41724382814e-06, 0.0143750515856
50, 0.604998929789, 0.15536005479, 0.00703100526258, 0.0516699218666, 0.00696285815303, 0.0321514764741, 0.0667285589619, 0.042798070415, 0.0019644275891, 0.0303346966984
51, 0.0133029149157, 0.552037271077, 0.427241962561, 3.75946034866e-05, 0.000431292571195, 0.00616249004456, 0.000784125832046, 9.55444430613e-13, 2.34748851815e-06, 9.05939761262e-10
52, 0.182361074935, 0.0324925075507, 0.607079437338, 0.0474927414304, 0.045506966266, 0.0258242214487, 0.0585194049214, 5.44826414395e-05, 0.000667400400881, 1.76306764284e-06
53, 0.266568246084, 0.178342303642, 0.00857133481043, 0.248399359895, 0.0115000978944, 0.221732830848, 0.0511435470214, 0.0010640409093, 0.00024090467817, 0.0124373342176
54, 0.709008103694, 0.0271252636737, 0.000604047684299, 0.0258760429945, 0.110472950645, 0.0533054933653, 0.0451003457857, 0.0232675039664, 3.16306451001e-05, 0.00520861754557
55, 0.0192060673056, 0.0576244820291, 0.894797605616, 0.00176191765058, 0.0059849865184, 0.0180860586729, 0.00034829916274, 3.15844867871e-07, 0.0021890259515, 1.24124836894e-06
56, 0.126080571146, 0.0769966146405, 0.353046113995, 0.127681196872, 0.0153927205057, 0.166657459896, 0.0802410383418, 0.00106128436282, 0.0287178831242, 0.0241251171154
57, 0.320594052655, 0.113041200492, 0.0194119093553, 0.0225156112494, 0.0551018760486, 0.137835065313, 0.0129630395936, 0.00406471091528, 0.16501360144, 0.149458932937
58, 0.958027559702, 0.0129290918703, 0.00197267362088, 0.000116057515775, 0.0016641720617, 0.000409915985829, 0.0173828534429, 0.00470737082728, 7.39675698429e-06, 0.0027829082168
59, 0.00428485171375, 0.0168428832416, 0.632453377962, 0.00060996029821, 0.0720568739333, 0.125169262751, 0.00012052180477, 1.39826312128e-06, 0.148457821808, 3.04822405518e-06
60, 0.62718068477, 0.160273935204, 0.116380286215, 0.00729905476806, 0.0112437515991, 0.0313033129683, 0.018181242049, 0.0255666550532, 2.5663252704e-05, 0.00254541412079
61, 0.64981466163, 0.0238255355336, 0.00146682288259, 0.0707533363733, 0.0213618296866, 0.0282984774739, 0.0828826467687, 0.0125719351316, 0.00077144934084, 0.108253305179
62, 0.806828593556, 0.0124507120383, 0.00423824891142, 0.0427087450843, 0.0847387102398, 0.00914173972937, 0.0165791697468, 0.0131571468112, 0.000136843307076, 0.0100200905757
63, 0.130205097634, 0.21602052654, 0.00651417394728, 0.311675155015, 0.118929246699, 0.0608648460309, 0.0417666817301, 0.0888469000222, 0.00323461344569, 0.0219427589362
64, 0.978502734825, 0.000967277697198, 0.00826491560901, 7.4364415492e-05, 0.000166134218917, 8.40042842777e-05, 0.000332995694971, 0.000991641749034, 7.82696416753e-08, 0.0106158532363
65, 0.195203808661, 0.0228821389346, 0.0268374154916, 0.154775605864, 0.161164220578, 0.244192726257, 0.100752291959, 0.0242200627297, 0.00408661413873, 0.0658851153867
66, 0.683713082134, 0.213882292122, 7.39302427234e-05, 0.0256818901938, 0.0150863159682, 0.0320493968398, 0.0174202872498, 0.000964593885643, 0.000289578069396, 0.0108386332952
67, 0.822734352795, 0.0567137702386, 0.00805055622529, 0.046491362493, 0.0102784389416, 0.0168248058947, 0.0121025256583, 0.0118442093242, 0.000231981145111, 0.0147279972842
68, 0.162762127425, 0.472406916297, 0.0233024548864, 0.235506219928, 0.0264526952983, 0.0255697710331, 0.0242706074513, 0.00290123587453, 0.000149402103814, 0.0266785697028
69, 0.358132444007, 0.54668656186, 0.0132099454978, 0.0248148398229, 0.0290258332699, 0.0113434503931, 0.0127348309038, 0.000282830714866, 0.000129704990367, 0.0036395585398
70, 0.852124394735, 0.054941734742, 0.0426869623922, 0.00150294341315, 0.00773179737566, 0.0023663884284, 0.015144368994, 0.0157859949615, 7.54396043982e-05, 0.00763997535396
71, 0.944218214015, 0.00208210361093, 0.00352011435379, 3.37370801646e-06, 0.0037528636917, 0.000658047770618, 0.000437749827682, 0.0450643918394, 1.04812564776e-08, 0.000263130701526
72, 0.555301774899, 0.0452826258569, 0.0435888886552, 0.0246600142192, 0.107369260612, 0.0126274993507, 0.186407378433, 0.0102411239861, 0.00336947409457, 0.0111519598937
73, 0.304370271312, 0.0119791245028, 0.00304203320886, 0.127300512415, 0.0047664793051, 0.215483470175, 0.00741520872798, 0.320270627966, 2.86723352915e-05, 0.00534360005178
74, 0.156133960522, 0.033083586724, 0.0677624533108, 0.202586228987, 0.242352907168, 0.0289365202902, 0.195636801961, 0.0182599873199, 0.000421840207977, 0.0548257135096
75, 0.579867432864, 0.00796948095158, 0.0425138504071, 0.00165052559911, 0.00751204161012, 0.00123996382921, 0.00877700774396, 0.339420256886, 5.23377136003e-05, 0.010997102395
76, 0.0692948172556, 0.335408309471, 0.560485857302, 0.000144350554984, 0.000786927626032, 0.0123993109296, 0.0211809668267, 3.63331090217e-06, 5.53936154603e-06, 0.000290287361619
77, 0.287353119706, 0.308705789359, 0.0017606859552, 0.00369275796596, 0.317777730001, 0.0448166038356, 0.0269618439205, 0.00839309626194, 2.07482482742e-06, 0.000536298170425
78, 0.0952888787253, 0.0600091132232, 0.705687632729, 0.0183244636245, 0.00640569593615, 0.0830437731047, 0.00975632605656, 0.000405216517934, 0.0206625844453, 0.000416315637356
79, 0.101012826797, 0.00178216703229, 0.179737814458, 0.013262271544, 0.0291051608087, 0.0854657530628, 0.015603622305, 0.0175735127643, 0.512499398436, 0.0439574727918
80, 0.517702805506, 0.159834597166, 0.0338373086884, 0.0209255874053, 0.00843792078342, 0.0232613325741, 0.0266306630744, 0.000942351804056, 0.0644131869382, 0.14401424606
81, 0.0503176184321, 0.060558210424, 0.110388816323, 0.00470785804582, 0.00556466778911, 0.467022640066, 0.0020602447651, 0.0362246740261, 0.0965901261661, 0.166565143963
