Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1, 0.17650692218224745, 0.06173544427450689, 0.13560686324037283, 0.09406136004027046, 0.01741993277971727, 0.09663642122220505, 0.1579171677832049, 0.00022314067210412982, 0.2569760351928444, 0.0029167126125266857
2, 0.3465183562245245, 0.03485327233208028, 0.057062289917637496, 0.18865261661583282, 0.035132144100104595, 0.13970372448303656, 0.02650942962185468, 0.05936913563926992, 0.10278062607651106, 0.009418404989148286
3, 0.7643256479486034, 0.09597328526397743, 0.0028419622562381474, 0.001053050170114496, 0.046482972965818325, 0.009522667272726484, 0.03314081272492551, 0.02915296226168898, 1.983034421768586e-11, 0.01750663911607685
4, 0.9718425647227102, 0.01550788193852275, 0.00017969991534545388, 3.1033027999305653e-06, 0.006750447608118092, 8.454211442014023e-06, 0.0011734178858957573, 0.0045030652273284864, 5.845050136751537e-07, 3.078068282345698e-05
5, 0.9013084403476451, 0.024338350759002595, 0.0008411434941571476, 0.0022897643510468224, 0.004369390977520903, 0.042953786512505976, 0.020035707890333047, 0.0018518994293052775, 3.285898940135214e-06, 0.0020082303395430245
6, 0.3421707870600785, 0.005033781226547669, 0.003032412841263751, 0.004505866568943844, 0.31698291763350733, 0.21211645231320872, 0.07989795604086802, 0.011345216781906262, 2.0627772572540936e-11, 0.024914609513048108
7, 0.4702299018100891, 0.04402810269485151, 0.020151996319922722, 0.062401442298197926, 0.06411516544757244, 0.1640545030235334, 0.03723880978595579, 0.0029961366843727034, 0.10226571514003281, 0.03251822679547149
8, 0.5113350653035088, 0.006146850275960413, 8.290766138591582e-06, 0.006405840505001252, 0.450317166321022, 0.0024040760069260736, 0.013096080975162917, 0.010281998442148057, 3.756257745887862e-08, 4.593841554367483e-06
9, 0.9439914256462458, 0.0030523809673272933, 0.0032026277728632747, 0.0004927525912946951, 0.007105603258912628, 0.013529276813762963, 0.02583012221827731, 0.002740595722979424, 1.054911136284332e-06, 5.41600972004619e-05
10, 0.23889842004060147, 0.6187324671837414, 0.0005644916114936409, 0.008184846921175703, 0.03035304084271926, 0.0009399455383162412, 0.012349016429278756, 0.06798816747611519, 0.010728330965535531, 0.011261272991022904
11, 0.7979511358939646, 0.04396677726339537, 0.04847056214502829, 0.0004274806726280224, 0.03812806835771901, 0.04317814281049888, 0.026827284362891675, 0.0009200880521127833, 2.402339034968498e-08, 0.00013043641837106026
12, 0.05766045217295293, 0.07015397083296053, 0.10252531653644752, 0.37517460902500027, 0.23063713002252406, 0.0003240990542536245, 0.004095002627534745, 0.00185890265977139, 4.395035285283786e-20, 0.15757051706855507
13, 0.9765686565245155, 0.007580064585135411, 0.0013955723189101336, 0.00021087259188917097, 0.003870067528317753, 0.006929613951156335, 0.0024610361463140063, 9.522231753837994e-05, 6.443135285493117e-07, 0.000888249722694759
14, 0.4097210701369149, 0.000246559899737303, 0.03443243091930096, 0.08429484042616896, 0.002148946417449419, 0.00044345766789560457, 6.006637656256043e-05, 0.441445013388611, 0.0260266103853716, 0.001181004381987646
15, 0.43495668580990376, 0.16337212695314474, 7.868922401331563e-05, 0.22734269504695223, 0.018784306529953953, 7.033692786591976e-05, 0.14370229882934035, 0.0005643877822356622, 1.9243540400160692e-10, 0.011128472704154365
16, 0.35651683153405456, 0.05230542380121586, 0.0023118711015856267, 0.06912019712487853, 0.07786770019502665, 0.005648043463959004, 0.05445100267290152, 0.3666092237637371, 4.2635065133160125e-11, 0.015169706300006117
17, 0.35606053750086825, 0.053704007706342635, 0.013878726113373195, 0.27176824036422575, 0.06633738945923659, 0.13823899738538623, 0.016521167047910536, 0.048206368346565664, 0.01782368633407389, 0.017460879742017557
18, 0.9935230149424469, 0.0006797959004860563, 4.919693713306571e-05, 2.8828815776422716e-06, 0.0017729125599487284, 0.0024677918262464497, 0.0014335498070847331, 5.2316303933508513e-05, 1.3116781448846315e-12, 1.853883983141768e-05
