Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1, 0.187441910984, 0.06999458792, 0.228288527773, 0.0321340523498, 0.0141176740748, 0.145211918381, 0.316723515952, 0.000550559694786, 0.00501293215986, 0.000524320711456
2, 0.420956107072, 0.0213869433118, 0.0607509089271, 0.142373871169, 0.0432481030232, 0.132070330055, 0.0487325443199, 0.019146871676, 0.0295415859532, 0.0817927344928
3, 0.604152191481, 0.229971257631, 0.00243190857026, 0.000141306444032, 0.0240550972575, 0.0240349312083, 0.0391549105061, 0.0658678300584, 2.85359569869e-11, 0.0101905668151
4, 0.983438518362, 0.0145484792306, 0.000204321511582, 4.52681138778e-06, 0.000125002333812, 0.000125676768621, 0.000519673070557, 0.000526849717888, 1.70167327114e-08, 0.000506935176877
5, 0.861260405404, 0.0199379236877, 0.000869138598495, 0.00352232956609, 0.0014408706492, 0.107320791799, 0.00254851919254, 0.00307098846598, 5.6878316118e-06, 2.33448049343e-05
6, 0.570017772083, 0.00633921141851, 0.00185928481961, 0.0520965211389, 0.0902456795567, 0.247829050317, 0.0182058901145, 0.0127887880132, 1.331499829e-09, 0.00061780120706
7, 0.185079694686, 0.0379887318019, 0.00746152256561, 0.0555533488121, 0.15711766006, 0.190312871342, 0.0569626210259, 0.00122484439011, 0.284584645715, 0.023714059602
8, 0.949283511935, 0.0105555756682, 0.00129440648792, 0.0047017775465, 0.0153342857911, 0.000560783019836, 0.0121783981653, 0.00572087279134, 3.86818947926e-08, 0.000370349913245
9, 0.959044160723, 0.000301915993544, 0.00641185613061, 0.000634839909584, 0.0230701715198, 0.000781444621555, 0.00865918858124, 0.00109636209521, 5.72882259905e-08, 3.13730575273e-09
10, 0.304942020914, 0.588556292331, 0.00304761199461, 0.0210735055379, 0.00137056049867, 0.0011177778916, 0.0155733416665, 0.0597214682804, 0.000402946133036, 0.0041944747521
11, 0.828585876005, 0.0192145502939, 0.0346387523639, 0.000179078513035, 0.0129976364048, 0.0905828754913, 0.00810442898597, 0.00569568899888, 4.98537470408e-09, 1.10795761525e-06
12, 0.130570559196, 0.201054630035, 0.0200330394164, 0.360033257621, 0.128001431015, 0.0154860038849, 0.00337617596352, 0.0339814017232, 1.75763743011e-14, 0.107463501145
13, 0.969643498496, 0.00910129115617, 0.00875135650087, 0.000203502532784, 0.00195172312071, 0.00754378198437, 0.00262669337257, 0.000165695513821, 1.01117705187e-11, 1.24573125572e-05
14, 0.337517562074, 0.00143551827575, 0.0358002088514, 0.0278094766196, 0.0048340876318, 0.000269379982596, 0.00122550746642, 0.443795882814, 0.135183007669, 0.0121293686156
15, 0.270972682289, 0.16135042714, 0.00361754301244, 0.542134330016, 0.00186223135123, 0.0150452541626, 0.00401669241768, 0.000976361217569, 1.4881283602e-08, 2.44635121295e-05
16, 0.750100915019, 0.0574331542999, 0.00395040652244, 0.00511059925491, 0.0228428857763, 0.0173035045246, 0.0111498535023, 0.127825323037, 1.59875681386e-06, 0.00428175930673
17, 0.216031611906, 0.0486625694034, 0.00554523599755, 0.0986120915522, 0.0397511773549, 0.214132126791, 0.0149109600863, 0.0276284433609, 0.298020002237, 0.0367057813104
18, 0.987040680067, 0.000941590864811, 0.00054922754893, 1.05359844634e-05, 0.0054274016453, 0.00527969007248, 0.000747233348091, 1.51638424144e-06, 3.66936039816e-13, 2.12408476055e-06
19, 0.14136647279, 0.0769830127904, 0.21943283364, 0.0017891387403, 0.00887522769944, 0.516762150304, 0.0298327575939, 0.0048378610986, 2.31747032482e-05, 9.73706407828e-05
20, 0.197872097182, 0.744220972284, 0.00201005291072, 0.0238121420582, 0.00183857702145, 0.0127126954233, 0.0174943140807, 1.37765504421e-05, 8.29500600012e-08, 2.52895393531e-05
21, 0.422945813055, 0.395900395852, 0.0861441742423, 0.000862237137218, 0.000265779747426, 0.0448115893599, 0.0488638413587, 8.33711060152e-08, 1.87685220379e-06, 0.000204209024982
22, 0.516735106581, 0.001594271659, 0.049559161282, 0.00384827516932, 0.133900273734, 0.011058610354, 0.0484618933809, 0.104483508662, 7.87835053733e-07, 0.130358111343
